Precision;Recall
0.14775022956841152;0.4266077807204155
0.0994490358126722;0.5266870567521331
0.07936945209672482;0.6093847577982062
0.06710284664830121;0.6699636498100358
0.058861340679522485;0.7250993832194982
0.053168044077134984;0.771950456819493
0.04915387642660368;0.8170531518461583
0.04612029384756658;0.8631822848202964
0.04355677992041629;0.9040260190317877
0.04153351698806246;0.9520188974913331
0.039176892895901164;0.980807871721935
