Precision;Recall
0.15307621671258043;0.43598820006871103
0.10156106519742887;0.5308595574382714
0.08004285277012549;0.6116405100897743
0.06836547291092748;0.6740444198290427
0.059522497704315856;0.7233068417758719
0.05319865319865322;0.7656555216765497
0.049180112816476405;0.8100228293543867
0.045821854912764026;0.8542361901283
0.04345474951535556;0.9026052473979496
0.041377410468319574;0.9509204783603916
0.0391852408381334;0.9808280423488475
